CÓDIGO DEL CENTRO;DENOMINACIÓN DEL CENTRO;PROVINCIA;LOCALIDAD;CÓDIGO DEL CUERPO;DENOMINACIÓN DEL CUERPO;CÓDIGO DE LA ESPECIALIDAD;DENOMINACIÓN DE LA ESPECIALIDAD;PLANTILLA;LIBRES;BILINGUE
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;3;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;1;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
09001694;IES CAMINO DE SANTIAGO;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;507;DIBUJO ARTISTICO Y COLOR;3;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;508;DIBUJO TECNICO;2;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;510;DISEÑO DE MODA;1;1;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;516;HISTORIA DEL ARTE;2;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;522;MEDIOS INFORMATICOS;1;1;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;523;ORGANIZACION INDUSTRIAL Y LEGISLACION;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0595;PROFESORES DE ARTES PLASTICAS Y DISEÑO;525;VOLUMEN;3;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;603;COMPLEMENTOS Y ACCESORIOS;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;608;FOTOGRAFIA Y PROCESOS DE REPRODUCCION;1;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;610;MOLDES Y REPRODUCCIONES;0;0;
09001785;E. ARTE Y SUPERIOR DIS Y CONS Y REST BIENES C. BU;BURGOS;BURGOS;0596;MAESTROS DE TALLER DE ARTES PLASTICAS Y DISEÑO;617;TECNICAS DE PATRONAJE Y CONFECCION;2;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;003;LATIN;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;8;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;5;2;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;8;3;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;4;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;5;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;3;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;7;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;012;ALEMAN;1;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;2;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;3;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;2;1;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09001815;IES FELIX RODRIGUEZ DE LA FUENTE;BURGOS;BURGOS;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;1;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;4;2;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;1;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;2;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;1;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;3;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;1;INGLES
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;1;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;1;
09003605;IES CASTELLA VETULA;BURGOS;MEDINA DE POMAR;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;2;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;7;4;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;5;2;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;6;1;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;3;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;1;INGLES
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;3;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;6;3;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;1;INGLES
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;1;INGLES
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;1;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;1;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;1;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;2;2;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;112;ORGANIZACION Y PROYECTOS DE FABRICACION MECANICA;2;2;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1;0;
09004142;IES FRAY PEDRO DE URBINA;BURGOS;MIRANDA DE EBRO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;228;SOLDADURA;3;2;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;2;2;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;2;2;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;1;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
09005021;IES TIERRA DE ALVARGONZALEZ;BURGOS;QUINTANAR DE LA SIERRA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3;2;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3;1;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;3;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;1;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;2;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;125;SISTEMAS ELECTROTECNICOS Y AUTOMATICOS;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;206;INSTALACIONES ELECTROTECNICAS;1;0;
09007179;IES MERINDADES DE CASTILLA;BURGOS;VILLARCAYO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;2;1;
09007544;DIRECCIÓN PROVINCIAL DE BURGOS;BURGOS;BURGOS;0555;#N/A;600;INSPECCION EDUCATIVA (CT);13;2;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;5;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1;0;INGLES
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;5;1;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;3;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1;1;INGLES
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACIÓN EDUCATIVA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2;1;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;103;ASESORIA Y PROCESOS DE IMAGEN PERSONAL;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1;1;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;111;ORGANIZACION Y PROCESOS DE MANTENIMIENTO DE VEHICULOS;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;112;ORGANIZACION Y PROYECTOS DE FABRICACION MECANICA;3;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1;0;
09007684;IES JUAN MARTIN EL EMPECINADO;BURGOS;ARANDA DE DUERO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;203;ESTETICA;0;0;
